"id","incident_id","implicated_type","injured_count","dead_count"
1041,274,95,0,0
1044,275,99,0,0
1045,275,105,0,0
1048,276,95,0,0
1049,276,95,0,0
1052,277,95,0,0
1068,278,105,0,0
1069,278,104,0,0
1070,279,103,0,0
1071,279,101,0,0
1072,280,99,0,0
1073,280,95,0,0
1074,281,103,0,0
1075,281,103,0,0
1076,282,95,0,0
1077,282,95,0,0
1078,283,105,0,0
1089,284,NULL,0,0
1090,284,104,0,0
1091,285,95,0,0
1092,285,95,0,0
1093,286,105,0,0
1094,286,110,0,0
1095,287,99,0,0
1096,287,95,0,0
1097,288,101,0,0
1098,288,95,0,0
1099,289,95,0,0
1100,289,105,0,0
1101,290,116,0,0
1102,290,99,0,0
1144,291,95,0,0
1145,291,99,0,0
1146,292,99,0,0
1147,292,162,0,0
1148,293,97,0,0
1149,293,112,0,0
1150,294,95,0,0
1151,294,163,0,0
1152,295,103,0,0
1153,295,105,0,0
1154,296,103,0,0
1155,296,104,0,0
1156,297,95,0,0
1157,297,95,0,0
1158,298,103,0,0
1159,298,105,0,0
1160,299,95,0,0
1161,299,105,0,0
1162,300,95,0,0
1163,300,105,0,0
1164,301,99,0,0
1165,301,155,0,0
1166,302,95,0,0
1167,302,105,0,0
1168,303,95,0,0
1169,303,95,0,0
1177,304,105,0,0
1178,304,104,0,0
1184,308,95,0,0
1185,308,112,0,0
1179,305,105,0,0
1180,306,99,0,0
1181,306,95,0,0
1182,307,95,0,0
1183,307,95,0,0
1619,420,105,0,0
2804,722,95,0,0
2805,722,130,0,0
3460,872,95,0,0
1203,310,95,0,0
1204,310,95,0,0
1208,313,95,0,0
1209,313,97,0,0
3461,872,105,0,0
1644,435,95,0,0
1224,320,101,0,0
1225,320,95,0,0
1645,435,95,0,0
1654,419,103,0,0
1655,419,105,0,0
1658,425,105,0,0
1247,323,95,0,0
1248,323,97,0,0
1252,325,104,1,0
1255,326,97,0,0
1256,326,105,0,0
1659,428,95,0,0
1268,328,103,0,0
1269,328,95,0,0
1270,329,97,0,0
1271,329,95,0,0
1272,330,95,0,0
1273,330,95,0,0
1274,331,95,0,0
1275,331,97,0,0
1276,332,99,0,0
1277,332,101,0,0
1278,333,95,0,0
1279,333,105,0,0
1280,334,99,0,0
1281,334,95,0,0
1282,335,105,0,0
1283,335,104,1,0
1284,336,95,0,0
1285,336,95,0,0
1286,337,95,0,0
1287,337,95,0,0
1288,317,103,0,0
1289,317,95,0,0
1290,318,103,0,0
1291,319,95,0,0
1292,319,105,0,0
1293,341,95,0,0
1294,341,95,0,0
1295,338,95,0,0
1296,338,95,0,0
1299,339,130,0,0
1300,339,104,0,0
1301,340,95,0,0
1302,340,105,1,0
1327,345,101,0,0
1328,345,101,0,0
1329,348,95,0,0
1330,348,105,0,0
1331,347,95,0,0
1332,347,105,0,0
1333,346,99,0,0
1334,346,103,0,0
1335,342,95,0,0
1336,342,101,0,0
1347,344,95,0,0
1348,344,105,0,0
1349,351,103,0,0
1350,351,99,0,0
1357,355,101,0,0
1358,355,103,0,0
1359,357,104,0,0
1360,357,105,0,0
1361,343,103,0,0
1362,343,105,0,0
1363,349,NULL,0,0
1364,349,99,0,0
1365,350,105,0,0
1366,350,155,0,0
1367,352,99,0,0
1368,352,105,0,0
1369,353,95,0,0
1370,353,104,0,0
1382,354,105,0,0
1383,354,155,0,0
1384,356,99,0,0
1385,356,105,0,0
1386,358,103,0,0
1387,358,101,0,0
1388,359,101,0,0
1389,359,101,0,0
1390,360,95,0,0
1391,360,95,0,0
1392,362,105,0,0
1393,362,105,0,0
1400,369,NULL,0,0
1401,369,105,0,0
1402,361,95,0,0
1403,361,95,0,0
1404,363,105,0,0
1423,365,130,0,0
1424,365,107,0,0
1425,364,95,0,0
1426,364,105,0,0
1435,372,95,0,0
1436,372,105,0,0
1437,373,95,0,0
1438,373,95,0,0
1439,377,95,0,0
1440,377,95,0,0
1443,366,95,0,0
1444,366,107,0,0
1445,367,101,0,0
1446,367,97,0,0
1447,368,101,0,0
1448,368,99,0,0
1449,370,99,0,0
1450,370,105,0,0
1451,371,99,0,0
1452,371,95,0,0
1453,374,95,0,0
1454,374,95,0,0
1455,375,95,0,0
1456,375,103,0,0
1457,376,95,0,0
1458,376,105,0,0
1459,378,95,0,0
1460,378,95,0,0
1463,380,95,0,0
1464,380,97,0,0
1465,382,95,0,0
1466,382,95,0,0
1467,383,95,0,0
1468,383,103,0,0
1473,379,95,0,0
1474,379,95,0,0
1475,381,97,0,0
1476,381,95,0,0
1477,384,95,0,0
1478,384,101,0,0
1479,385,95,0,0
1480,385,95,0,0
1491,392,105,0,0
1492,392,105,0,0
1493,386,103,0,0
1494,386,155,0,0
1495,387,NULL,0,0
1496,387,95,0,0
1497,388,103,0,0
1498,388,95,0,0
1499,389,95,0,0
1500,389,95,0,0
1501,390,95,0,0
1502,390,105,0,0
1503,391,97,0,0
1504,391,105,0,0
1622,422,99,0,0
1623,422,105,0,0
1630,423,105,0,0
1638,433,95,0,0
1639,433,104,0,0
1646,436,101,0,0
1647,436,101,0,0
1648,436,95,0,0
1649,436,95,0,0
2152,558,105,1,0
2153,558,105,0,0
1656,427,105,0,0
1657,427,105,0,0
1660,428,104,0,0
1661,430,101,0,0
1662,430,101,0,0
1663,432,95,0,0
1664,432,105,0,0
1665,429,103,0,0
1666,429,101,0,0
1667,431,95,0,0
1668,431,95,1,0
2154,558,105,0,0
1528,393,105,0,0
1529,393,104,0,0
1530,394,101,0,0
1531,394,95,0,0
1532,395,101,0,0
1533,395,99,0,0
1534,396,101,0,0
1535,396,95,0,0
1536,397,95,0,0
1537,397,99,0,0
2806,716,124,0,0
1671,440,95,0,0
1672,440,97,0,0
2807,716,95,0,0
3462,873,101,0,0
1675,442,95,0,0
1544,398,105,1,0
1545,399,105,0,0
1546,400,103,0,0
1547,400,105,0,0
1548,402,101,0,0
1549,402,101,0,0
1676,442,105,0,0
3463,873,95,0,0
4402,1080,95,0,0
1681,437,95,0,0
1682,437,103,0,0
1683,438,95,0,0
1684,438,95,0,0
1685,413,95,0,0
1686,413,95,0,0
1563,401,105,1,0
1564,403,101,0,0
1565,403,95,0,0
1566,404,105,0,0
1567,404,105,0,0
1568,405,101,0,0
1569,405,105,0,0
1593,407,95,0,0
1594,407,99,0,0
1595,410,95,0,0
1596,410,101,0,0
1597,411,101,0,0
1598,411,105,0,0
1599,411,105,0,0
1600,412,103,0,0
1601,412,97,0,0
1602,414,105,0,0
1605,415,105,0,0
1606,406,105,0,0
1607,406,95,0,0
1608,408,163,0,0
1609,408,101,0,0
1610,409,99,0,0
1611,409,104,0,0
1687,439,97,0,0
1688,439,105,0,0
1703,441,163,0,0
1704,441,95,0,0
1705,443,95,0,0
1706,443,103,0,0
1707,444,101,0,0
1708,444,95,0,0
1709,445,95,0,0
1710,445,95,0,0
1711,446,95,0,0
1712,446,105,0,0
1713,447,101,0,0
1714,447,95,0,0
1715,448,99,0,0
1716,448,105,0,0
1717,449,95,0,0
1718,449,99,0,0
1719,450,103,0,0
1720,450,97,0,0
1721,451,105,0,0
1722,451,105,0,0
1733,452,95,0,0
1734,452,105,0,0
1735,453,101,0,0
1736,453,101,0,0
1737,454,116,0,0
1738,454,95,0,0
1739,455,95,0,0
1740,455,95,0,0
1760,456,95,0,0
1761,456,95,0,0
1762,457,163,0,0
1763,457,95,0,0
1764,458,105,0,0
1765,459,101,0,0
1766,459,101,0,0
1767,460,99,0,0
1768,460,104,0,0
1769,461,101,0,0
1770,461,112,0,0
1771,462,95,0,0
1772,462,95,0,0
1779,463,NULL,0,0
1780,463,NULL,0,0
1781,464,95,0,0
1782,464,155,0,0
1783,465,95,0,0
1784,465,95,0,0
1785,466,105,0,0
1786,466,95,0,0
1787,467,95,0,0
1788,467,99,0,0
1789,468,101,0,0
1790,468,105,0,0
1791,469,95,0,0
1792,469,105,0,0
1795,470,95,0,0
1796,470,95,0,0
27129,7470,155,0,0
2808,723,95,0,0
2809,723,118,0,0
4403,1080,105,0,0
4414,1097,130,0,0
4415,1097,95,0,0
3484,874,163,0,0
3485,874,105,0,0
62736,17393,95,0,0
22160,6121,103,0,0
22161,6121,95,0,0
1816,481,95,0,0
1817,481,95,0,0
3511,882,124,0,0
2196,559,105,0,0
1822,471,105,0,0
1823,472,101,0,0
1824,472,105,0,0
1825,484,99,0,0
1826,484,105,0,0
1827,473,95,0,0
1828,473,105,0,0
1829,474,95,0,0
1830,474,99,0,0
1831,475,95,0,0
1832,475,99,0,0
2199,562,95,0,0
2200,562,105,0,0
1835,476,95,0,0
1836,476,99,0,0
1837,477,95,0,0
1838,477,105,0,0
1839,478,99,0,0
1840,478,99,0,0
2203,564,95,0,0
2204,564,95,0,0
2205,565,99,0,0
2206,565,97,0,0
2207,565,103,0,0
2214,571,95,0,0
1847,479,95,0,0
1848,479,NULL,0,0
1849,480,103,0,0
1850,480,95,0,0
1851,482,97,0,0
1852,482,97,0,0
1853,482,103,0,0
1854,482,103,0,0
2215,571,114,0,0
22184,6130,95,0,0
1859,490,95,0,0
1860,490,95,0,0
2225,575,99,0,0
2226,575,101,0,0
1867,483,95,0,0
1868,483,95,0,0
1869,485,99,0,0
1870,485,99,0,0
1871,486,95,0,0
1872,486,95,0,0
1873,487,95,0,0
1874,487,105,0,0
1875,488,95,0,0
1876,488,95,0,0
1877,492,99,0,0
1878,492,105,0,0
2227,575,101,0,0
2230,578,95,0,0
1881,493,105,0,0
1882,493,104,0,0
2231,578,99,0,0
2234,580,101,0,0
2235,580,95,0,0
2238,572,105,0,0
1887,494,95,0,0
1888,494,104,0,0
1889,495,95,0,0
1890,495,97,0,0
2240,582,95,0,0
2241,582,95,0,0
1893,496,95,0,0
1894,496,95,0,0
1899,497,95,0,0
1900,497,103,0,0
1901,498,99,0,0
1902,498,105,0,0
1905,499,99,0,0
1906,499,112,0,0
1907,500,103,0,0
1908,500,116,0,0
1909,501,101,0,0
1910,501,95,0,0
1913,502,95,0,0
1914,502,99,0,0
1915,503,103,0,0
1916,503,95,0,0
1919,504,95,0,0
1920,504,99,0,0
1923,505,163,0,0
1924,505,105,0,0
1927,506,95,0,0
1928,506,95,0,0
1931,507,95,0,0
1932,507,95,0,0
1933,508,105,0,0
1934,508,104,0,0
2275,584,97,0,0
2276,584,104,1,0
1937,509,97,0,0
1938,509,99,0,0
2278,586,99,0,0
2281,588,95,0,0
2282,588,105,0,0
2283,589,112,0,0
2284,589,95,0,0
2285,590,101,0,0
2286,590,105,0,0
2287,591,105,0,0
2288,591,155,1,0
2301,592,95,0,0
2302,592,95,0,0
2305,594,95,0,0
2306,595,95,0,0
2307,595,104,0,0
2311,598,95,0,0
2312,598,105,0,0
2315,600,95,0,0
2316,600,95,0,0
2317,601,95,0,0
1967,510,95,0,0
1968,510,103,0,0
2318,601,104,1,0
2323,603,95,0,0
2324,603,105,0,0
2327,605,95,0,0
2328,605,105,0,0
2350,606,101,0,0
2351,606,95,0,0
2352,608,99,0,0
2353,608,95,0,0
2356,610,116,0,0
2357,610,95,0,0
2360,614,95,0,0
2361,614,105,0,0
2364,612,95,0,0
2365,612,99,0,0
2376,618,95,0,0
2377,618,105,0,0
2381,611,95,0,0
2382,611,99,0,0
2387,607,103,0,0
2388,607,99,0,0
2389,607,105,1,0
2810,724,95,0,0
2811,724,105,0,0
4404,1081,105,0,0
4405,1081,99,0,0
2849,732,116,0,0
2850,732,95,0,0
2853,728,112,0,0
27130,7471,99,0,0
27131,7471,155,0,0
22162,6122,95,0,0
22163,6122,105,0,0
22194,6133,95,0,0
2197,561,116,0,0
2198,561,99,0,0
22195,6133,95,0,0
1981,529,95,0,0
1982,529,105,0,0
2208,566,95,0,0
1985,511,NULL,0,0
1986,511,NULL,0,0
1987,512,95,0,0
1988,512,107,0,0
1989,513,95,0,0
1990,513,105,0,0
1991,514,95,0,0
1992,514,105,0,0
1993,523,95,0,0
1994,523,155,0,0
1995,524,95,0,0
1996,524,105,0,0
1997,516,95,0,0
1998,516,99,0,0
1999,516,99,0,0
2000,516,105,0,0
2001,515,95,0,0
2002,515,95,0,0
2003,525,95,0,0
2004,525,95,0,0
2005,518,95,0,0
2006,518,105,0,0
2007,521,103,0,0
2008,521,97,0,0
2009,519,95,0,0
2010,519,95,0,0
2011,520,97,0,0
2012,520,95,0,0
2013,522,101,0,0
2014,522,103,0,0
2015,517,95,0,0
2016,517,95,0,0
2017,526,95,0,0
2018,526,99,0,0
2019,527,95,0,0
2020,527,99,0,0
2021,528,95,0,0
2022,528,95,0,0
2023,530,NULL,0,0
2024,530,97,0,0
2209,566,163,0,0
2210,567,163,0,0
2027,531,95,0,0
2028,531,95,0,0
2211,567,105,0,0
2030,532,103,0,0
2212,568,95,0,0
2213,568,105,0,0
2216,573,95,0,0
2217,573,97,0,0
2035,533,95,0,0
2036,533,95,0,0
2037,534,95,0,0
2038,534,95,0,0
2218,574,95,0,0
2219,574,104,0,0
2041,535,95,0,0
2042,535,163,0,0
2228,577,103,0,0
2229,577,97,0,0
2232,579,95,0,0
2233,579,101,0,0
2236,576,95,0,0
2237,576,95,0,0
2277,585,105,1,0
2279,587,99,0,0
2280,587,104,1,0
2073,550,NULL,0,0
2074,550,105,0,0
2075,551,99,0,0
2076,551,95,0,0
2081,536,101,0,0
2082,536,105,0,0
2083,537,101,0,0
2084,537,99,0,0
2085,553,97,0,0
2086,553,95,0,0
2087,538,105,0,0
2088,539,95,0,0
2089,539,105,0,0
2090,540,103,0,0
2091,540,99,0,0
2092,541,105,0,0
2093,541,105,0,0
2094,541,97,0,0
2095,542,105,0,0
2096,542,105,0,0
2097,542,97,0,0
2098,543,NULL,0,0
2099,543,105,0,0
2100,544,95,0,0
2101,544,105,0,0
2303,593,99,1,0
2106,545,103,0,0
2107,545,95,0,0
2108,546,99,0,0
2109,546,95,0,0
2110,547,95,0,0
2111,547,95,0,0
2112,547,97,0,0
2304,593,95,0,0
2308,596,95,0,0
2115,548,NULL,0,0
2116,548,114,0,0
2117,549,101,0,0
2118,549,114,0,0
2119,552,95,0,0
2120,552,95,0,0
2121,554,95,0,0
2122,554,95,0,0
2309,596,95,0,0
2310,597,105,0,0
2313,599,95,0,0
2126,555,95,0,0
2127,555,95,0,0
2128,556,99,0,0
2129,556,95,0,0
2130,556,95,0,0
2314,599,105,0,0
2321,602,99,0,0
2322,602,101,0,0
2325,604,163,0,0
2137,557,99,0,0
2138,557,105,0,0
2326,604,163,0,0
2354,609,95,0,0
2355,609,105,0,0
2358,613,101,0,0
2359,613,95,0,0
2374,615,97,0,0
2375,615,105,0,0
2383,616,95,0,0
2384,616,95,0,0
2385,617,95,0,0
2386,617,99,0,0
2812,726,105,0,0
2403,622,112,0,0
2404,622,95,0,0
2813,727,103,0,0
2408,623,95,0,0
2409,623,105,0,0
2410,621,163,0,0
2411,621,97,0,0
2412,625,97,0,0
2413,625,95,0,0
2843,721,95,0,0
2844,721,95,0,0
2854,728,104,0,0
2859,735,163,0,0
2860,735,95,0,0
2423,629,103,0,0
2424,629,95,0,0
2881,740,103,0,0
2882,740,95,0,0
2884,750,95,0,0
2900,749,97,0,0
2901,749,97,0,0
2906,711,97,0,0
2434,632,99,0,0
2435,632,95,0,0
2436,631,95,0,0
2437,631,105,0,0
2461,619,95,0,0
2462,619,95,0,0
2463,620,95,0,0
2464,624,97,0,0
2465,624,95,0,0
2468,626,105,0,0
2469,627,103,0,0
2470,627,105,1,0
2471,628,99,0,0
2472,628,105,0,0
2473,628,105,0,0
2474,630,95,0,0
2475,630,95,0,0
2476,633,95,0,0
2477,633,95,0,0
2478,633,105,0,0
2479,634,95,0,0
2480,634,104,1,0
2481,635,95,0,0
2482,635,95,0,0
2483,636,97,0,0
2484,636,105,0,0
2485,637,95,0,0
2486,637,95,0,0
2487,638,99,0,0
2488,638,95,0,0
2489,639,99,0,0
2490,639,95,0,0
2491,640,103,0,0
2492,640,95,0,0
2493,641,99,0,0
2494,641,105,1,0
2495,642,103,0,0
2496,642,101,0,0
2498,643,95,0,0
2499,643,99,0,0
2500,644,97,0,0
2501,645,95,0,0
2502,645,105,0,0
2503,647,95,0,0
2504,647,105,0,0
2511,646,95,0,0
2512,646,95,0,0
2513,648,103,0,0
2514,648,95,0,0
2533,659,103,0,0
2534,659,97,0,0
2535,659,95,0,0
2536,655,99,0,0
2537,655,95,0,0
2538,655,95,0,0
2543,663,95,0,0
2544,663,95,0,0
2545,664,95,0,0
2546,664,95,0,0
2547,649,101,0,0
2548,650,95,0,0
2549,650,99,0,0
2550,656,95,0,0
2551,656,105,0,0
2552,651,95,0,0
2553,651,95,0,0
2554,652,105,1,0
2555,652,97,0,0
2556,653,95,0,0
2557,653,116,0,0
2558,654,95,0,0
2559,654,105,0,0
