"id","incident_id","implicated_type","injured_count","dead_count"
85799,23714,95,0,0
85956,23786,99,0,0
85957,23786,101,0,0
86010,23814,95,0,0
86011,23814,95,0,0
86212,23874,95,0,0
86213,23874,95,0,0
86396,23932,99,0,0
86397,23932,105,0,0
86748,24024,101,0,0
86749,24024,95,0,0
86986,24086,95,0,0
86987,24086,105,0,0
86988,24087,95,0,0
86989,24087,101,0,0
87000,24093,95,0,0
87001,24093,105,0,0
87141,24132,95,0,0
87142,24132,95,0,0
87495,24237,101,0,0
87496,24237,95,0,0
87542,24252,95,0,0
87543,24252,103,0,0
87667,24267,95,0,0
87668,24267,104,0,0
87677,24269,95,0,0
87678,24269,95,0,0
87690,24277,95,0,0
87691,24277,95,0,0
87701,24304,95,0,0
87702,24304,105,0,0
87705,24306,103,0,0
87706,24306,95,0,0
87721,24278,95,0,0
87722,24278,105,0,0
88028,24410,105,0,0
88029,24410,155,1,0
88214,24416,101,0,0
88215,24416,95,0,0
88931,24634,95,0,0
88932,24634,105,1,0
88941,24642,101,0,0
88942,24642,101,0,0
89093,24692,95,0,0
89094,24692,95,0,0
89427,24778,99,0,0
89428,24778,105,0,0
89462,24797,101,0,0
89463,24797,95,0,0
89612,24804,95,0,0
89613,24804,105,0,0
89614,24804,105,0,0
89826,24875,101,0,0
89827,24875,107,0,0
89836,24886,101,0,0
89837,24886,105,1,0
89846,24890,95,0,0
89847,24890,105,0,0
89854,24897,103,0,0
89855,24897,95,0,0
89856,24898,95,0,0
89857,24898,95,0,0
89860,24910,95,0,0
89861,24910,105,0,0
89903,24923,99,0,0
89904,24923,95,0,0
90114,24983,99,0,0
90115,24983,95,0,0
90227,25008,103,0,0
90228,25008,95,0,0
90251,25023,110,1,0
90252,25023,101,0,0
90350,25045,95,0,0
90351,25045,99,0,0
90354,25047,95,0,0
90355,25047,105,1,0
77776,21554,112,0,0
77777,21554,95,0,0
77778,21555,95,0,0
77779,21555,105,0,0
77783,21557,104,0,0
77784,21557,104,1,0
77787,21559,103,0,0
77788,21559,95,0,0
77799,21563,95,0,0
77800,21563,95,0,0
95884,26536,105,0,0
73806,20452,95,0,0
95885,26536,105,0,0
78125,21651,95,0,0
78126,21651,99,0,0
78331,21693,99,0,0
73813,20462,116,0,0
73814,20462,104,0,0
78332,21693,105,0,0
78661,21785,105,0,0
79005,21886,103,0,0
79006,21886,162,0,0
79297,21940,101,0,0
79298,21940,95,0,0
73831,20461,101,0,0
73832,20461,95,0,0
73833,20465,99,0,0
73834,20465,105,0,0
73835,20466,103,0,0
73836,20466,95,0,0
73838,20467,95,0,0
73839,20467,104,0,0
73840,20468,104,0,0
73841,20468,105,0,0
73842,20469,103,0,0
73843,20469,155,0,0
73844,20470,95,0,0
73845,20470,103,0,0
73846,20471,97,0,0
73847,20471,99,0,0
73848,20471,103,0,0
73851,20473,116,0,0
73852,20473,104,0,1
73853,20474,105,0,0
73854,20474,104,1,0
73855,20483,101,0,0
73856,20483,95,0,0
73857,20484,97,0,0
73858,20484,95,0,0
73859,20488,97,0,0
73860,20488,95,0,0
73865,20489,105,0,0
73866,20489,155,0,0
73867,20492,95,0,0
73868,20492,155,0,0
73869,20493,103,0,0
73870,20493,105,0,0
80192,22206,163,0,0
80193,22206,105,1,0
73873,20497,101,0,0
73874,20497,99,0,0
73877,20498,112,0,0
73878,20498,95,0,0
73883,20500,95,0,0
73884,20500,105,0,0
73885,20504,103,0,0
73886,20504,103,0,0
73890,20523,105,0,0
73893,20459,95,0,0
81335,22515,99,0,0
81338,22518,NULL,0,0
73896,20460,101,0,0
73897,20460,97,0,0
73898,20464,103,0,0
73899,20464,97,0,0
81339,22518,NULL,0,0
81340,22519,103,0,0
81341,22519,97,0,0
73904,20475,95,0,0
73905,20475,95,0,0
73906,20477,103,0,0
73907,20477,101,0,0
73910,20481,95,0,0
73911,20481,95,0,0
73914,20485,95,0,0
73915,20485,95,0,0
73916,20503,101,0,0
73917,20503,105,0,0
73918,20505,105,0,0
73919,20505,95,0,0
73920,20501,95,0,0
73921,20501,95,0,0
73922,20506,105,0,0
73923,20506,99,0,0
73924,20490,101,0,0
73925,20490,95,0,0
73926,20491,99,0,0
73927,20491,95,0,0
73928,20491,97,0,0
73929,20508,97,0,0
73930,20508,101,0,0
73931,20502,105,1,0
73934,20509,95,0,0
73935,20509,101,0,0
73936,20510,103,0,0
73937,20510,95,0,0
73938,20511,116,0,0
73939,20511,105,0,0
73942,20487,95,0,0
73943,20487,95,0,0
73944,20496,95,0,0
73945,20496,95,0,0
73946,20499,101,0,0
73947,20499,103,0,0
73948,20513,95,0,0
73949,20513,95,0,0
73973,20514,99,0,0
73974,20514,105,0,0
73979,20516,95,0,0
73980,20516,95,0,0
73983,20517,101,0,0
73984,20517,155,1,0
73985,20518,112,0,0
73986,20518,95,0,0
73989,20519,103,0,0
73990,20519,95,0,0
73991,20521,103,0,0
73992,20521,103,0,0
73994,20522,105,0,0
73995,20522,164,0,0
73996,20525,105,0,0
73997,20525,105,1,0
73998,20526,103,0,0
73999,20526,95,0,0
74000,20527,95,0,0
74001,20527,155,0,0
74002,20528,95,0,0
74003,20528,103,0,0
74004,20529,95,0,0
74005,20529,95,0,0
74006,20532,99,0,0
74007,20532,155,1,0
74008,20534,104,0,0
74009,20534,105,0,0
74010,20535,101,0,0
74011,20535,95,0,0
74012,20537,101,0,0
74013,20537,103,0,0
74014,20538,99,0,0
74015,20538,104,0,0
74016,20515,101,1,0
95886,26535,131,0,0
95887,26535,95,0,0
77792,21560,95,0,0
77793,21560,104,0,0
77796,21561,99,0,0
77797,21561,95,0,0
78127,21652,95,0,0
78128,21652,95,0,0
78325,21690,95,0,0
78676,21793,101,0,0
78679,21795,101,0,0
78680,21795,105,0,0
78686,21799,163,0,0
78687,21799,105,0,0
78706,21809,99,0,0
78707,21809,95,0,0
79007,21887,95,0,0
79008,21887,95,0,0
117829,32581,95,0,0
80144,22184,101,0,0
80145,22184,95,0,0
81748,22634,95,0,0
81749,22634,99,0,0
81764,22638,95,0,0
81765,22638,99,0,0
81956,22672,95,0,0
81957,22672,95,0,0
81974,22683,105,1,0
81975,22683,105,0,0
82005,22697,101,0,0
82006,22697,105,0,0
82011,22700,105,1,0
82012,22701,99,0,0
82013,22701,104,1,0
82198,22754,95,0,0
82199,22754,105,0,0
82600,22861,163,0,0
82601,22861,101,0,0
82602,22862,97,0,0
82603,22862,105,0,0
82606,22863,95,0,0
82607,22863,95,0,0
83002,22972,95,0,0
83003,22972,105,0,0
83170,23028,99,0,0
83171,23028,105,0,0
83335,23068,105,0,0
83336,23068,105,0,0
83695,23165,95,0,0
83696,23165,105,0,0
83701,23170,104,0,0
83702,23170,104,0,0
84447,23372,95,0,0
84448,23372,95,0,0
84461,23380,95,0,0
84462,23380,105,0,0
84645,23430,112,0,0
84646,23430,95,0,0
84820,23478,95,0,0
84821,23478,95,0,0
85752,23712,101,0,0
85776,23753,97,0,0
85777,23753,99,0,0
85790,23758,101,0,0
85791,23758,95,0,0
85794,23762,95,0,0
85795,23762,95,0,0
85963,23789,103,0,0
85964,23789,95,0,0
85986,23792,95,0,0
85987,23792,101,0,0
86027,23824,116,0,0
86028,23824,95,0,0
86033,23807,103,0,0
86034,23807,95,0,0
86246,23884,103,0,0
86247,23884,99,0,0
86398,23933,95,0,0
86399,23933,105,0,0
86400,23934,112,0,0
86401,23934,95,0,0
86406,23937,95,0,0
86407,23937,105,1,0
86629,23986,95,0,0
86630,23986,95,0,0
86660,24000,105,0,0
86661,24000,104,0,0
86750,24025,95,0,0
86751,24025,101,0,0
87002,24096,95,0,0
87003,24096,104,0,0
87004,24094,95,0,0
87005,24094,99,0,0
87143,24133,104,0,0
87146,24134,101,0,0
87147,24134,95,0,0
87152,24136,103,0,0
87153,24136,95,0,0
87497,24239,95,0,0
87498,24239,103,0,0
87499,24240,95,0,0
87528,24245,95,0,0
87669,24268,105,0,0
87670,24268,97,0,0
87719,24273,95,0,0
87720,24273,104,0,0
87831,24308,105,0,0
87832,24308,105,0,0
87845,24324,99,0,0
87846,24324,95,0,0
88030,24411,97,0,0
88031,24411,101,0,0
88092,24381,99,0,0
88093,24381,95,0,0
88226,24401,95,0,0
88958,24648,99,0,0
88959,24648,104,0,0
89103,24702,105,0,0
89104,24702,155,0,0
89429,24779,95,0,0
89430,24779,105,0,0
89464,24798,95,0,0
89465,24798,104,0,0
89615,24805,95,0,0
89616,24805,112,0,0
89828,24876,114,0,0
89829,24876,95,0,0
89862,24911,103,0,0
89863,24911,97,0,0
89900,24908,105,0,0
90229,25009,130,0,0
90230,25009,95,0,0
90292,25036,105,0,0
90293,25036,105,1,0
90356,25048,97,0,0
90357,25048,99,0,0
90586,25102,101,0,0
90587,25102,101,0,0
90592,25109,105,0,0
90593,25109,104,0,0
90738,25125,95,0,0
90766,25144,95,0,0
90767,25144,105,0,0
90805,25173,95,0,0
90806,25173,104,0,0
90831,25187,95,0,0
95888,26533,97,0,0
95889,26533,105,0,0
77798,21562,104,1,0
77807,21564,95,0,0
77808,21564,105,0,0
78129,21653,99,0,0
78130,21653,101,0,0
78326,21691,105,0,0
78335,21695,163,0,0
79011,21889,101,0,0
79012,21889,95,0,0
80146,22185,95,0,0
80147,22185,95,0,0
80152,22187,105,0,0
80153,22187,105,1,0
80165,22191,95,0,0
80166,22191,104,0,0
80409,22262,95,0,0
80410,22262,95,0,0
81535,22576,99,0,0
81536,22576,99,0,0
81728,22624,95,0,0
81729,22624,95,0,0
81760,22636,101,0,0
81761,22636,95,0,0
81958,22673,95,0,0
81959,22673,95,0,0
81979,22685,105,0,0
81982,22687,105,0,0
81994,22691,104,0,0
81999,22694,95,0,0
82000,22694,95,0,0
82200,22755,95,0,0
82201,22755,95,0,0
82615,22868,99,0,0
82616,22868,105,0,0
82830,22923,97,0,0
82831,22923,105,0,0
82832,22924,116,0,0
82833,22924,99,0,0
83004,22973,95,0,0
83005,22973,95,0,0
83176,23030,103,0,0
83177,23030,105,0,0
83339,23083,95,0,0
83340,23083,104,1,0
83699,23168,95,0,0
83700,23168,104,0,0
83709,23175,104,0,0
83710,23175,105,0,0
83713,23177,97,0,0
83714,23177,105,0,0
83721,23182,95,0,0
83722,23182,105,0,0
83727,23188,116,0,0
83728,23188,101,0,0
84449,23373,105,0,0
84450,23373,155,0,0
84634,23426,97,0,0
84635,23426,95,0,0
84831,23481,95,0,0
84832,23481,97,0,0
84846,23485,112,0,0
84847,23485,99,0,0
84850,23487,105,0,0
84851,23487,105,0,0
84852,23488,95,0,0
84853,23488,95,0,0
85119,23560,99,0,0
85120,23560,104,0,0
85725,23735,95,0,0
85726,23735,95,0,0
85731,23740,95,0,0
85732,23740,105,0,0
85738,23743,95,0,0
85739,23743,105,0,0
85769,23750,103,0,0
85770,23750,95,0,0
85771,23751,97,0,0
85772,23751,104,0,0
85978,23790,95,0,0
85979,23790,95,0,0
86241,23881,95,0,0
86242,23881,95,0,0
86258,23894,95,0,0
86259,23894,105,0,0
86631,23989,95,0,0
86632,23989,104,0,0
86650,23995,95,0,0
86651,23995,95,0,0
86752,24026,95,0,0
86753,24026,101,0,0
87007,24098,101,0,0
87008,24098,105,0,0
87150,24135,95,0,0
87151,24135,105,0,0
87357,24196,103,0,0
87358,24196,95,0,0
87533,24248,103,0,0
87536,24249,95,0,0
87537,24249,104,8,0
87548,24254,105,0,0
87699,24303,101,0,0
87700,24303,101,0,0
87709,24315,101,0,0
87710,24315,95,0,0
87833,24314,95,0,0
87834,24314,95,0,0
88032,24357,99,0,0
88033,24357,95,0,0
88051,24424,163,0,0
88052,24424,95,0,0
88234,24430,99,0,0
88235,24430,105,0,0
88243,24434,95,0,0
88244,24434,95,0,0
88988,24657,95,0,0
88989,24657,95,0,0
88990,24658,95,0,0
88991,24658,95,0,0
89101,24704,103,0,0
89102,24704,97,0,0
89431,24780,95,0,0
89432,24780,155,0,0
89623,24811,95,0,0
89624,24811,95,0,0
89830,24877,101,0,0
89831,24877,101,0,0
89889,24903,103,0,0
89890,24903,105,0,0
89901,24916,95,0,0
89902,24916,95,0,0
90102,24964,95,0,0
90103,24964,95,0,0
90123,24991,103,0,0
90124,24991,104,0,0
90231,25010,97,0,0
90232,25010,104,0,0
90237,25015,95,0,0
90238,25015,105,0,0
90279,25029,95,0,0
90280,25029,105,1,0
90358,25049,95,0,0
90359,25049,95,0,0
90368,25054,105,0,0
90436,25071,95,0,0
95890,26538,105,0,0
95891,26538,95,0,0
78131,21654,105,0,0
78132,21654,104,0,0
117830,32582,95,0,0
117831,32582,105,0,0
145553,40277,99,0,0
145554,40277,105,0,0
78340,21697,95,0,0
78341,21697,105,1,0
78734,21812,99,0,0
78735,21812,95,0,0
78736,21813,97,0,0
78737,21814,105,0,0
78738,21814,105,0,0
78755,21822,104,0,0
78756,21822,101,0,0
79013,21890,99,0,0
79014,21890,99,0,0
80148,22186,95,0,0
80149,22186,105,0,0
80160,22189,95,0,0
80161,22189,95,0,0
80413,22264,95,0,0
80414,22264,95,0,0
81342,22520,NULL,0,0
81343,22520,NULL,0,0
81539,22578,95,0,0
81540,22578,104,0,0
81732,22626,95,0,0
81733,22626,95,0,0
81966,22677,95,0,0
81967,22677,105,0,0
81968,22677,105,0,0
81980,22686,95,0,0
81981,22686,155,1,0
81985,22688,95,0,0
81986,22688,104,0,0
82001,22695,95,0,0
82002,22695,105,0,0
82202,22756,95,0,0
82203,22756,105,0,0
82204,22757,105,0,0
82608,22864,95,0,0
82609,22864,95,0,0
82610,22865,97,0,0
82611,22865,101,0,0
82622,22873,101,0,0
83006,22974,95,0,0
83007,22974,95,0,0
83196,23035,95,0,0
83197,23035,95,0,0
83705,23172,95,0,0
83706,23172,95,0,0
83711,23176,95,0,0
83712,23176,95,0,0
84240,23293,95,0,0
84241,23293,99,0,0
84451,23374,95,0,0
84452,23374,105,0,0
84825,23479,95,0,0
84826,23479,105,1,0
84844,23484,95,0,0
84845,23484,105,0,0
85294,23569,163,0,0
85295,23569,103,0,0
85728,23736,103,0,0
85729,23736,95,0,0
85737,23742,95,1,0
85988,23793,95,0,0
85989,23793,105,0,0
85993,23801,105,0,0
85994,23801,104,1,0
86001,23808,95,0,0
86002,23808,95,0,0
86029,23804,95,0,0
86030,23804,104,0,0
86248,23885,95,0,0
86249,23885,105,0,0
86260,23895,95,0,0
86261,23895,105,0,0
86633,23988,99,0,0
86634,23988,95,0,0
86641,23997,95,0,0
86642,23997,105,0,0
86754,24027,95,0,0
86755,24027,105,0,0
86869,24060,95,0,0
86870,24060,103,0,0
87009,24095,103,0,0
87154,24137,163,0,0
87155,24137,103,0,0
87324,24182,95,0,0
87325,24182,112,0,0
87326,24183,95,0,0
87327,24183,105,0,0
87328,24184,99,0,0
87329,24184,103,0,0
87330,24185,101,0,0
87331,24185,95,0,0
87332,24186,101,0,0
87333,24186,95,0,0
87348,24192,99,0,0
87349,24192,105,0,0
87361,24198,95,0,0
87362,24198,95,0,0
87504,24241,95,0,0
87505,24241,155,0,0
87529,24246,95,0,0
87530,24246,99,0,0
87538,24250,105,0,0
87539,24250,155,0,0
87549,24255,103,0,0
87550,24255,95,0,0
87692,24297,99,0,0
87693,24297,105,0,0
87703,24305,95,0,0
87704,24305,105,0,0
87717,24327,101,0,0
87718,24327,99,0,0
87835,24316,103,0,0
87836,24316,101,0,0
88034,24358,95,0,0
88035,24358,95,0,0
88236,24448,95,0,0
88237,24448,99,0,0
88699,24593,97,0,0
88700,24593,97,0,0
88966,24626,104,0,0
88967,24626,95,0,0
88968,24626,95,0,0
88979,24653,95,0,0
88980,24653,105,0,0
89107,24705,95,0,0
89108,24705,105,0,0
89433,24781,99,0,0
89434,24781,104,1,0
89439,24784,95,0,0
89440,24784,95,0,0
89450,24791,99,0,0
89451,24791,105,0,0
89454,24792,104,0,0
89455,24792,155,0,0
89460,24796,101,0,0
89461,24796,105,0,0
89470,24801,95,0,0
89471,24801,95,0,0
95892,26539,95,0,0
78133,21655,95,0,0
78134,21655,95,0,0
78342,21698,103,0,0
78343,21698,97,0,0
80150,22201,95,0,0
80151,22201,105,0,0
80419,22267,95,0,0
80420,22267,105,0,0
80433,22270,163,0,0
80434,22270,95,0,0
80463,22281,95,0,0
80464,22281,104,0,0
80714,22334,101,0,0
80715,22334,95,0,0
80942,22400,95,0,0
80943,22400,105,0,0
81167,22448,95,0,0
81168,22448,105,0,0
81169,22449,105,0,0
81170,22449,155,1,0
81171,22450,99,0,0
81172,22450,105,0,0
81173,22450,155,1,0
81344,22516,95,0,0
81543,22581,97,0,0
81544,22581,103,0,0
81556,22586,95,0,0
81557,22586,105,0,0
81558,22587,105,0,0
81559,22587,104,1,0
81742,22631,95,0,0
81743,22631,104,0,0
81970,22679,95,0,0
81971,22679,105,1,0
82023,22707,95,0,0
82024,22707,95,0,0
82612,22866,95,0,0
82836,22925,95,0,0
82837,22925,95,0,0
83008,22975,95,0,0
83009,22975,105,0,0
83707,23174,95,0,0
83708,23174,101,0,0
83715,23178,95,0,0
83716,23178,105,0,0
83935,23104,130,0,0
83936,23104,112,0,0
83965,23169,95,0,0
84020,23246,95,0,0
84021,23246,163,0,0
84022,23246,95,0,0
84242,23294,105,1,0
84259,23300,105,0,0
84260,23300,105,1,0
84453,23376,105,0,0
84454,23376,155,0,0
84486,23392,95,0,0
84487,23392,95,0,0
84647,23431,95,0,0
84648,23431,95,0,0
84827,23480,101,0,0
84828,23480,103,0,0
85500,23658,114,0,0
85501,23658,105,0,0
85755,23738,101,0,0
85761,23747,95,0,0
85762,23747,95,0,0
85774,23752,163,0,0
85775,23752,103,0,0
86016,23818,97,0,0
86017,23818,104,0,0
86237,23876,95,0,0
86238,23876,105,0,0
86243,23882,112,0,0
86244,23882,95,0,0
86252,23888,103,0,0
86253,23888,103,0,0
86635,23990,95,0,0
86636,23990,99,0,0
86756,24028,95,0,0
86757,24028,95,0,0
87010,24100,112,0,0
87334,24187,95,0,0
87335,24187,99,0,0
87342,24190,95,0,0
87343,24190,105,0,0
87352,24193,103,0,0
87355,24195,95,0,0
87356,24195,103,0,0
87363,24199,163,0,0
87837,24317,95,0,0
87838,24317,105,0,0
87841,24320,105,0,0
87861,24310,95,0,0
87862,24310,95,0,0
88036,24417,101,0,0
88037,24417,95,0,0
88063,24371,95,0,0
88064,24371,95,0,0
88238,24431,101,0,0
88279,24473,95,0,0
88280,24473,95,0,0
88287,24455,105,0,0
88288,24455,105,0,0
88831,24630,95,0,0
88832,24630,95,0,0
88843,24641,101,0,0
88844,24641,104,0,0
88971,24645,95,0,0
88972,24645,95,0,0
89128,24706,97,0,0
89129,24706,105,0,0
89139,24714,95,0,0
89140,24714,116,0,0
89437,24783,95,0,0
89438,24783,104,1,0
89448,24790,103,0,0
89449,24790,97,0,0
89472,24802,97,0,0
89473,24802,104,0,0
89635,24818,163,0,0
89636,24818,103,0,0
89850,24894,103,0,0
89851,24894,95,0,0
89852,24895,95,0,0
89853,24895,105,0,0
89877,24915,95,0,0
89878,24915,95,0,0
89881,24919,103,0,0
89882,24919,95,0,0
90116,24984,95,0,0
90117,24984,95,0,0
90234,25012,105,0,0
90249,25022,97,0,0
90250,25022,101,0,0
90290,25035,95,0,0
90291,25035,155,1,0
90294,25037,99,0,0
90295,25037,105,1,0
90360,25050,95,0,0
90361,25050,104,0,0
90366,25053,95,0,0
90367,25053,95,0,0
90437,25072,95,0,0
90438,25072,99,0,0
90588,25107,103,0,0
90589,25107,95,0,0
78344,21699,95,0,0
74037,20520,95,0,0
74038,20520,105,1,0
74039,20533,116,0,0
74040,20533,99,0,0
74041,20536,99,0,0
74042,20536,105,0,0
74043,20536,104,1,0
74044,20540,164,0,0
74045,20540,95,0,0
74046,20544,95,0,0
74047,20544,95,0,0
78345,21699,95,0,0
74051,20548,95,0,0
74052,20548,95,0,0
74053,20539,116,0,0
74054,20539,95,0,0
79017,21891,101,0,0
79018,21891,97,0,0
79021,21892,99,0,0
79022,21892,155,0,0
74067,20542,95,0,0
74068,20542,95,0,0
74069,20543,101,0,0
74070,20543,95,0,0
74071,20545,101,0,0
74072,20545,97,0,0
74073,20547,103,0,0
74074,20549,95,0,0
74075,20549,95,0,0
74076,20550,105,0,0
74077,20550,97,0,0
80154,22188,99,0,0
80155,22188,105,0,0
80421,22268,95,0,0
80422,22268,95,0,0
80425,22269,95,0,0
80426,22269,95,0,0
80449,22274,103,0,0
80450,22274,99,0,0
74092,20551,99,0,0
74093,20551,95,0,0
74094,20552,95,0,0
74095,20552,95,0,0
74096,20553,104,0,0
74097,20553,95,0,0
74098,20554,99,0,0
74099,20554,95,0,0
80718,22335,95,0,0
74102,20556,95,0,0
74103,20556,95,0,0
74104,20560,105,0,0
80719,22335,95,0,0
80944,22401,95,0,0
74107,20561,99,0,0
74108,20561,104,0,0
74109,20564,95,0,0
74110,20564,95,0,0
80945,22401,95,0,0
74112,20565,99,0,0
74113,20565,105,0,0
80946,22401,104,0,0
81174,22451,95,0,0
81175,22451,95,0,0
81545,22582,95,0,0
74123,20568,99,0,0
74124,20568,105,1,0
74125,20569,95,0,0
74126,20569,105,1,0
74127,20570,95,0,0
74128,20570,95,0,0
74129,20571,103,0,0
74130,20571,104,0,0
74131,20572,103,0,0
74132,20572,103,0,0
81746,22633,97,0,0
81747,22633,95,0,0
74135,20546,95,0,0
74136,20546,95,0,0
81750,22635,95,0,0
81751,22635,105,0,0
74141,20555,95,0,0
74142,20555,95,0,0
74143,20563,101,0,0
74144,20563,103,0,0
74145,20566,99,0,0
74146,20566,105,0,0
74147,20573,112,0,0
74148,20573,101,0,0
74149,20575,95,0,0
74150,20575,95,0,0
81992,22690,95,0,0
81993,22690,105,0,0
82009,22699,97,0,0
82010,22699,97,0,0
82015,22703,95,0,0
82016,22703,105,0,0
82017,22704,95,1,0
82018,22704,95,0,0
82630,22859,95,0,0
82631,22859,116,0,0
82838,22926,95,0,0
82839,22926,95,0,0
74168,20576,101,0,0
74169,20576,104,0,0
74170,20577,105,0,0
83010,22977,99,0,0
83011,22977,95,0,0
74173,20578,105,0,0
74174,20578,95,0,0
83188,23032,95,0,0
74177,20574,95,0,0
74178,20574,101,0,0
74179,20579,95,0,0
74180,20579,155,1,0
74181,20579,155,0,0
74182,20580,97,0,0
74183,20580,99,0,0
74184,20581,103,0,0
74185,20581,95,0,0
74186,20582,112,0,0
74187,20582,112,0,0
74188,20583,95,0,0
74189,20583,95,0,0
74190,20584,103,0,0
74191,20584,101,0,0
74192,20586,95,1,0
74193,20586,95,0,0
74222,20585,95,0,0
74223,20585,103,0,0
74224,20587,95,0,0
74225,20587,95,0,0
74232,20588,95,0,0
74233,20588,103,0,0
74234,20589,116,0,0
74235,20589,162,0,0
74236,20590,101,0,0
74241,20591,101,0,0
74246,20592,95,0,0
74247,20592,101,0,0
74248,20593,95,2,0
74249,20594,95,0,0
74250,20594,95,0,0
74260,20595,99,0,0
74261,20595,99,0,0
74275,20600,95,0,0
74276,20600,104,0,0
74281,20603,95,0,0
74282,20603,103,0,0
74283,20603,105,2,0
95893,26539,95,0,0
74284,20604,105,0,0
74285,20604,155,0,0
74286,20605,104,0,0
74287,20605,95,0,0
95905,26547,103,0,0
95906,26547,95,0,0
95909,26549,105,0,0
77836,21572,103,0,0
77837,21572,95,0,0
78348,21701,105,0,0
78349,21701,104,0,0
78723,21745,105,0,0
78724,21745,104,0,0
78761,21824,97,0,0
78762,21824,105,1,0
79321,21942,95,0,0
79322,21942,105,0,0
80164,22190,105,1,0
80432,22266,103,0,0
80461,22278,103,0,0
80462,22278,101,1,0
80947,22402,95,0,0
80948,22402,95,0,0
81177,22452,95,0,0
81184,22456,105,0,0
81185,22456,155,0,0
81348,22524,99,0,0
81349,22524,99,0,0
81350,22525,NULL,0,0
81351,22525,NULL,0,0
81546,22583,95,0,0
81547,22583,105,0,0
82398,22779,95,0,0
82399,22779,105,0,0
82620,22871,95,0,0
82621,22871,105,0,0
82840,22927,103,0,0
82841,22927,95,0,0
82853,22933,105,0,0
82854,22933,105,0,0
83189,23032,105,0,0
83731,23191,95,0,0
83732,23191,95,0,0
83750,23203,105,0,0
83751,23203,104,0,0
83983,23199,95,0,0
83990,23211,101,0,0
83991,23211,95,0,0
83992,23211,105,1,0
84011,23243,101,0,0
84012,23243,155,0,0
84016,23244,99,0,0
84017,23244,105,0,0
84025,23247,95,0,0
84026,23247,95,0,0
84042,23254,105,0,0
84043,23254,104,1,0
84243,23295,105,0,0
84244,23295,101,0,0
84261,23301,101,0,0
84262,23301,116,0,0
84455,23377,99,0,0
84456,23377,105,0,0
84655,23433,163,0,0
84656,23433,104,1,0
84661,23435,112,0,0
84662,23435,104,0,0
84833,23482,95,0,0
84834,23482,95,0,0
84842,23483,95,0,0
84843,23483,105,0,0
85008,23529,105,0,0
85121,23561,101,0,0
85122,23561,97,0,0
85289,23562,95,0,0
85290,23562,95,0,0
85302,23576,95,0,0
85303,23576,105,0,0
85716,23730,95,0,0
85717,23730,95,0,0
85719,23731,95,0,0
85720,23731,95,0,0
85723,23733,95,0,0
85724,23733,95,0,0
85780,23755,95,0,0
85781,23755,105,1,0
85792,23759,105,0,0
85793,23759,105,0,0
85997,23803,97,0,0
85998,23803,105,0,0
86003,23811,95,0,0
86004,23811,95,0,0
86007,23813,105,1,0
86008,23797,95,0,0
86009,23797,110,0,0
86012,23809,95,0,0
86013,23809,104,0,0
86025,23822,95,0,0
86026,23822,95,0,0
86262,23896,95,0,0
86263,23896,95,0,0
86435,23927,105,0,0
86436,23927,105,0,0
86637,23993,107,0,0
86638,23993,99,0,0
86643,23991,97,0,0
86644,23991,95,0,0
86645,23991,105,0,0
86646,23992,101,0,0
86647,23992,99,0,0
86865,24059,101,0,0
86866,24059,99,0,0
87336,24188,95,0,0
87337,24188,105,0,0
87338,24189,95,0,0
87339,24189,95,0,0
87346,24191,99,0,0
87347,24191,97,0,0
87679,24270,97,0,0
87680,24270,95,0,0
87839,24318,95,0,0
87840,24318,95,0,0
87842,24321,95,0,0
88038,24359,95,0,0
88039,24359,95,0,0
88044,24362,95,0,0
88045,24362,95,0,0
88090,24380,95,0,0
88091,24380,105,0,0
88096,24382,95,0,0
88097,24382,95,0,0
88239,24449,95,0,0
88240,24449,105,1,0
88241,24433,97,0,0
88242,24433,95,0,0
88245,24450,95,0,0
88246,24450,95,0,0
88247,24450,104,0,0
88277,24471,95,0,0
88278,24471,105,1,0
88692,24627,97,0,0
88693,24627,101,0,0
88833,24631,95,0,0
88834,24632,182,1,0
88835,24632,101,0,0
88973,24651,99,0,0
88974,24651,155,1,0
95894,26540,99,0,0
95895,26540,95,0,0
77846,21577,105,1,0
74262,20596,103,0,0
74263,20596,95,0,0
77847,21578,95,0,0
74267,20597,95,0,0
74268,20597,105,0,0
74273,20599,95,0,0
74274,20599,95,0,0
74279,20601,101,0,0
74280,20601,103,0,0
77848,21578,95,0,0
95903,26545,99,0,0
95904,26545,97,0,0
117832,32584,101,0,0
117833,32584,101,0,0
96310,26669,97,0,0
96311,26669,155,0,0
220703,61299,99,0,0
220704,61299,105,1,0
96318,26672,95,0,0
119158,32980,95,0,0
119159,32980,95,0,0
80167,22192,95,0,0
80168,22192,95,1,0
80459,22277,95,0,0
80460,22277,110,0,0
80736,22341,95,0,0
80737,22341,95,0,0
80949,22403,99,0,0
80950,22403,95,0,0
81178,22453,103,0,0
81179,22453,104,0,0
81182,22455,105,0,0
81183,22455,104,0,0
81352,22526,NULL,0,0
81548,22584,95,0,0
81549,22584,104,1,0
81550,22585,103,0,0
81551,22585,95,0,0
82212,22760,95,0,0
82402,22781,95,0,0
82403,22781,95,0,0
82842,22928,101,0,0
82843,22928,95,0,0
82844,22928,95,0,0
82851,22932,99,0,0
82852,22932,105,0,0
83014,22978,101,0,0
83015,22978,105,0,0
